,u,v,w,x,y,z
20342,-3.469,1.3288,-0.001017,79.805,58.75,1.141
20343,-2.8479,0.27732,-0.001017,81.407,58.75,1.141
20344,-3.469,1.6793,-0.001017,83.01,58.75,1.141
20345,-3.469,0.27732,-0.001017,84.613,58.75,1.141
20346,-3.469,-1.4752,0.010569,86.216,58.75,1.141
20347,-3.7796,-1.4752,0.010569,87.819,58.75,1.141
20348,-5.0219,-1.1247,0.010569,89.421,58.75,1.141
20349,-6.5748,0.27732,-0.001017,91.024,58.75,1.141
20350,-7.196,1.6793,-0.001017,92.627,58.75,1.141
20351,-7.5065,2.3804,-0.001017,94.23,58.75,1.141
20352,-8.1277,3.4319,-0.001017,95.833,58.75,1.141
20353,-7.5065,3.7824,-0.012604,97.435,58.75,1.141
20354,-8.1277,4.8339,-0.012604,99.038,58.75,1.141
20355,-6.8854,4.8339,-0.012604,100.64,58.75,1.141
20356,-5.6431,5.5349,-0.012604,102.24,58.75,1.141
20357,-3.7796,5.1844,-0.012604,103.85,58.75,1.141
20358,-2.5373,2.7309,-0.012604,105.45,58.75,1.141
20359,0.25794,0.62783,-0.012604,107.05,58.75,1.141
20360,0.56851,-0.073181,-0.001017,108.66,58.75,1.141
20361,2.1214,-5.6813,-0.012604,110.26,58.75,1.141
20362,5.2272,-6.7328,-0.024191,111.86,58.75,1.141
20363,6.4695,-7.0833,-0.012604,113.46,58.75,1.141
20364,5.5378,-9.5368,-0.024191,115.07,58.75,1.141
20365,6.7801,-13.392,-0.035777,116.67,58.75,1.141
20366,8.0224,-15.846,-0.035777,118.27,58.75,1.141
20367,8.0224,-10.939,-0.024191,119.87,58.75,1.141
20368,8.333,-17.949,-0.024191,121.48,58.75,1.141
20369,7.4013,-16.196,-0.024191,123.08,58.75,1.141
20370,7.0907,-16.897,-0.035777,124.68,58.75,1.141
20371,6.7801,-15.145,-0.024191,126.29,58.75,1.141
20372,6.1589,-14.444,-0.001017,127.89,58.75,1.141
20373,4.606,-9.5368,-0.001017,129.49,58.75,1.141
20374,3.6743,-5.6813,0.010569,131.09,58.75,1.141
20375,2.432,-2.1762,-0.001017,132.7,58.75,1.141
20376,2.7426,0.62783,-0.001017,134.3,58.75,1.141
20377,-5.0219,2.0299,-0.082124,70.188,58.75,2.284
20378,-3.7796,2.7309,0.010569,71.791,58.75,2.284
20379,-3.469,4.4834,-0.001017,73.393,58.75,2.284
20380,-2.8479,5.1844,0.010569,74.996,58.75,2.284
20381,-2.2267,6.5864,0.010569,76.599,58.75,2.284
20382,-2.5373,7.2874,0.010569,78.202,58.75,2.284
20383,-2.2267,7.2874,0.022156,79.805,58.75,2.284
20384,-2.2267,6.5864,0.022156,81.407,58.75,2.284
20385,-2.8479,4.8339,0.022156,83.01,58.75,2.284
20386,-2.5373,3.7824,0.010569,84.613,58.75,2.284
20387,-2.5373,1.6793,0.022156,86.216,58.75,2.284
20388,-2.8479,-0.073181,0.022156,87.819,58.75,2.284
20389,-3.469,-1.1247,0.022156,89.421,58.75,2.284
20390,-4.7113,-0.77419,0.010569,91.024,58.75,2.284
20391,-5.3325,0.62783,-0.001017,92.627,58.75,2.284
20392,-5.6431,1.3288,-0.001017,94.23,58.75,2.284
20393,-6.2642,2.3804,-0.001017,95.833,58.75,2.284
20394,-5.6431,2.7309,-0.001017,97.435,58.75,2.284
20395,-5.0219,3.0814,-0.001017,99.038,58.75,2.284
20396,-3.469,3.0814,-0.012604,100.64,58.75,2.284
20397,-1.6055,3.7824,-0.012604,102.24,58.75,2.284
20398,0.56851,2.7309,-0.001017,103.85,58.75,2.284
20399,2.1214,-2.5267,-0.001017,105.45,58.75,2.284
20400,3.6743,-6.0318,-0.012604,107.05,58.75,2.284
20401,5.2272,-5.3308,0.022156,108.66,58.75,2.284
20402,7.0907,-7.0833,-0.024191,110.26,58.75,2.284
20403,10.818,-8.1348,-0.035777,111.86,58.75,2.284
20404,12.06,-8.1348,-0.024191,113.46,58.75,2.284
20405,11.128,-9.8873,-0.035777,115.07,58.75,2.284
20406,12.06,-10.939,-0.058951,116.67,58.75,2.284
20407,12.681,-11.289,-0.047364,118.27,58.75,2.284
20408,12.371,-12.341,-0.035777,119.87,58.75,2.284
20409,11.439,-11.64,-0.047364,121.48,58.75,2.284
20410,10.507,-13.042,-0.035777,123.08,58.75,2.284
20411,9.5753,-12.341,-0.058951,124.68,58.75,2.284
20412,8.9541,-12.341,-0.035777,126.29,58.75,2.284
20413,8.0224,-9.8873,-0.012604,127.89,58.75,2.284
20414,6.4695,-7.0833,-0.001017,129.49,58.75,2.284
20415,5.2272,-3.5782,0.010569,131.09,58.75,2.284
20416,3.6743,0.27732,-0.001017,132.7,58.75,2.284
20417,4.2955,4.8339,-0.001017,134.3,58.75,2.284
20418,-2.8479,1.3288,-0.15164,70.188,58.75,3.427
20419,-2.2267,2.3804,-0.001017,71.791,58.75,3.427
20420,-1.6055,3.7824,-0.001017,73.393,58.75,3.427
20421,-1.295,4.4834,-0.001017,74.996,58.75,3.427
20422,-0.6738,5.5349,0.010569,76.599,58.75,3.427
20423,0.25794,6.5864,0.022156,78.202,58.75,3.427
20424,1.1897,6.2359,0.022156,79.805,58.75,3.427
20425,2.1214,5.1844,0.033743,81.407,58.75,3.427
20426,2.1214,3.7824,0.033743,83.01,58.75,3.427
20427,2.432,2.0299,0.022156,84.613,58.75,3.427
20428,2.7426,0.27732,0.022156,86.216,58.75,3.427
20429,2.7426,-0.77419,0.022156,87.819,58.75,3.427
20430,2.1214,-1.8257,0.033743,89.421,58.75,3.427
20431,1.5003,-1.8257,0.022156,91.024,58.75,3.427
20432,1.1897,-1.1247,0.010569,92.627,58.75,3.427
20433,1.1897,-0.42369,0.010569,94.23,58.75,3.427
20434,1.1897,0.62783,-0.001017,95.833,58.75,3.427
20435,1.5003,1.3288,-0.001017,97.435,58.75,3.427
20436,2.432,1.6793,-0.001017,99.038,58.75,3.427
20437,4.2955,1.6793,-0.012604,100.64,58.75,3.427
20438,6.1589,2.3804,-0.012604,102.24,58.75,3.427
20439,8.0224,1.6793,-0.001017,103.85,58.75,3.427
20440,8.333,-4.9803,0.010569,105.45,58.75,3.427
20441,10.196,-8.8358,-0.001017,107.05,58.75,3.427
20442,12.681,-6.3823,0.033743,108.66,58.75,3.427
20443,14.855,-5.6813,-0.035777,110.26,58.75,3.427
20444,17.34,-4.9803,-0.058951,111.86,58.75,3.427
20445,18.272,-4.9803,-0.035777,113.46,58.75,3.427
20446,16.097,-4.2793,-0.047364,115.07,58.75,3.427
20447,16.719,-5.3308,-0.082124,116.67,58.75,3.427
20448,17.34,-8.4853,-0.058951,118.27,58.75,3.427
20449,16.408,-9.1863,-0.047364,119.87,58.75,3.427
20450,14.545,-8.4853,-0.058951,121.48,58.75,3.427
20451,12.681,-9.1863,-0.058951,123.08,58.75,3.427
20452,11.128,-9.1863,-0.070537,124.68,58.75,3.427
20453,9.5753,-8.1348,-0.047364,126.29,58.75,3.427
20454,8.333,-6.7328,-0.012604,127.89,58.75,3.427
20455,6.7801,-4.2793,0.010569,129.49,58.75,3.427
20456,5.5378,-1.4752,0.022156,131.09,58.75,3.427
20457,4.606,2.3804,0.010569,132.7,58.75,3.427
20458,4.2955,7.6379,-0.012604,134.3,58.75,3.427
20459,-1.6055,2.3804,-0.19799,70.188,58.75,4.57
20460,-1.295,3.7824,-0.001017,71.791,58.75,4.57
20461,-1.295,4.8339,-0.001017,73.393,58.75,4.57
20462,-0.98438,5.5349,-0.001017,74.996,58.75,4.57
20463,-0.36322,6.5864,0.010569,76.599,58.75,4.57
20464,0.56851,6.5864,0.010569,78.202,58.75,4.57
20465,1.5003,5.5349,0.010569,79.805,58.75,4.57
20466,2.432,4.1329,0.033743,81.407,58.75,4.57
20467,3.6743,1.3288,0.022156,83.01,58.75,4.57
20468,5.2272,-0.77419,0.010569,84.613,58.75,4.57
20469,6.7801,-2.1762,0.022156,86.216,58.75,4.57
20470,8.0224,-4.2792,0.022156,87.819,58.75,4.57
20471,8.333,-6.0318,0.022156,89.421,58.75,4.57
20472,8.6436,-6.0318,0.022156,91.024,58.75,4.57
20473,8.6436,-4.9803,0.010569,92.627,58.75,4.57
20474,8.6436,-3.5782,0.010569,94.23,58.75,4.57
20475,8.9541,-1.8257,0.010569,95.833,58.75,4.57
20476,9.2647,-0.77419,0.010569,97.435,58.75,4.57
20477,10.507,0.27732,0.010569,99.038,58.75,4.57
20478,12.681,0.27732,-0.001017,100.64,58.75,4.57
20479,14.545,1.6793,-0.012604,102.24,58.75,4.57
20480,16.408,0.62783,0.010569,103.85,58.75,4.57
20481,16.408,-7.0833,0.010569,105.45,58.75,4.57
20482,18.582,-11.289,-0.001017,107.05,58.75,4.57
20483,21.377,-8.1348,0.033743,108.66,58.75,4.57
20484,23.862,-6.3823,-0.035777,110.26,58.75,4.57
20485,24.794,-4.9803,-0.070537,111.86,58.75,4.57
20486,25.104,-4.6298,-0.035777,113.46,58.75,4.57
20487,21.998,-3.2277,-0.058951,115.07,58.75,4.57
20488,20.756,-4.2792,-0.1053,116.67,58.75,4.57
20489,20.756,-7.7843,-0.070537,118.27,58.75,4.57
20490,19.824,-7.7843,-0.047364,119.87,58.75,4.57
20491,17.34,-6.3823,-0.058951,121.48,58.75,4.57
20492,15.166,-6.7328,-0.058951,123.08,58.75,4.57
20493,12.371,-7.0833,-0.070537,124.68,58.75,4.57
20494,9.5753,-4.9803,-0.047364,126.29,58.75,4.57
20495,8.333,-3.9287,-0.001017,127.89,58.75,4.57
20496,6.7801,-1.8257,0.010569,129.49,58.75,4.57
20497,6.1589,0.97834,0.022156,131.09,58.75,4.57
20498,5.2272,5.1844,0.010569,132.7,58.75,4.57
20499,5.2272,11.143,-0.024191,134.3,58.75,4.57
20500,-0.98438,3.0814,-0.19799,70.188,58.75,5.713
20501,-0.98438,4.1329,-0.001017,71.791,58.75,5.713
20502,-0.6738,4.8339,-0.001017,73.393,58.75,5.713
20503,0.25794,5.1844,-0.001017,74.996,58.75,5.713
20504,0.87909,5.1844,-0.001017,76.599,58.75,5.713
20505,2.1214,4.8339,-0.001017,78.202,58.75,5.713
20506,3.0531,3.4319,0.010569,79.805,58.75,5.713
20507,4.9166,2.0299,0.010569,81.407,58.75,5.713
20508,6.4695,-0.77419,0.010569,83.01,58.75,5.713
20509,8.0224,-2.8772,-0.001017,84.613,58.75,5.713
20510,8.9541,-4.6298,0.010569,86.216,58.75,5.713
20511,10.196,-5.6813,0.010569,87.819,58.75,5.713
20512,10.818,-7.0833,0.010569,89.421,58.75,5.713
20513,11.128,-6.7328,0.010569,91.024,58.75,5.713
20514,12.06,-5.6813,0.010569,92.627,58.75,5.713
20515,12.681,-4.2793,0.010569,94.23,58.75,5.713
20516,13.923,-2.1762,0.010569,95.833,58.75,5.713
20517,14.855,-0.77419,0.022156,97.435,58.75,5.713
20518,16.719,0.62783,0.010569,99.038,58.75,5.713
20519,19.203,0.97834,-0.001017,100.64,58.75,5.713
20520,22.309,3.4319,-0.012604,102.24,58.75,5.713
20521,26.036,2.7309,0.010569,103.85,58.75,5.713
20522,27.899,-6.3823,-0.001017,105.45,58.75,5.713
20523,31.316,-10.939,-0.012604,107.05,58.75,5.713
20524,33.8,-8.1348,0.022156,108.66,58.75,5.713
20525,35.975,-7.4338,-0.047364,110.26,58.75,5.713
20526,34.732,-4.6298,-0.070537,111.86,58.75,5.713
20527,33.179,-2.8772,-0.035777,113.46,58.75,5.713
20528,27.278,-1.8257,-0.058951,115.07,58.75,5.713
20529,24.173,-3.5782,-0.093711,116.67,58.75,5.713
20530,22.93,-8.1348,-0.058951,118.27,58.75,5.713
20531,21.067,-7.7843,-0.035777,119.87,58.75,5.713
20532,18.272,-5.6813,-0.035777,121.48,58.75,5.713
20533,15.166,-5.6813,-0.047364,123.08,58.75,5.713
20534,12.06,-5.6813,-0.058951,124.68,58.75,5.713
20535,8.6436,-3.5782,-0.035777,126.29,58.75,5.713
20536,7.0907,-1.8257,-0.001017,127.89,58.75,5.713
20537,6.1589,0.27732,0.010569,129.49,58.75,5.713
20538,5.2272,3.4319,0.022156,131.09,58.75,5.713
20539,5.2272,8.339,0.010569,132.7,58.75,5.713
20540,5.5378,15.7,-0.047364,134.3,58.75,5.713
20541,-0.36322,3.0814,-0.22116,70.188,58.75,6.856
20542,0.25794,3.7824,-0.001017,71.791,58.75,6.856
20543,0.56851,4.4834,-0.001017,73.393,58.75,6.856
20544,1.1897,4.4834,-0.001017,74.996,58.75,6.856
20545,2.432,4.8339,-0.001017,76.599,58.75,6.856
20546,3.6743,4.1329,-0.001017,78.202,58.75,6.856
20547,5.2272,2.3804,-0.001017,79.805,58.75,6.856
20548,7.4013,0.97834,-0.001017,81.407,58.75,6.856
20549,8.9541,-1.4752,-0.001017,83.01,58.75,6.856
20550,10.196,-4.2793,-0.012604,84.613,58.75,6.856
20551,10.818,-5.3308,-0.001017,86.216,58.75,6.856
20552,11.439,-6.3823,-0.001017,87.819,58.75,6.856
20553,12.06,-7.0833,0.010569,89.421,58.75,6.856
20554,12.06,-6.3823,0.010569,91.024,58.75,6.856
20555,12.681,-4.9803,-0.001017,92.627,58.75,6.856
20556,14.234,-2.8772,0.010569,94.23,58.75,6.856
20557,16.097,-1.8257,0.010569,95.833,58.75,6.856
20558,18.582,0.27732,0.010569,97.435,58.75,6.856
20559,21.377,2.0299,0.010569,99.038,58.75,6.856
20560,25.104,2.7309,-0.001017,100.64,58.75,6.856
20561,28.831,6.5864,-0.001017,102.24,58.75,6.856
20562,32.248,5.5349,-0.001017,103.85,58.75,6.856
20563,34.422,-4.6298,-0.001017,105.45,58.75,6.856
20564,36.285,-8.4853,-0.024191,107.05,58.75,6.856
20565,36.596,-6.3823,0.022156,108.66,58.75,6.856
20566,37.217,-6.7328,-0.035777,110.26,58.75,6.856
20567,36.285,-2.8772,-0.058951,111.86,58.75,6.856
20568,32.869,-1.1247,-0.024191,113.46,58.75,6.856
20569,26.347,-1.4752,-0.035777,115.07,58.75,6.856
20570,22.62,-3.5782,-0.070537,116.67,58.75,6.856
20571,21.067,-8.4853,-0.047364,118.27,58.75,6.856
20572,19.824,-8.1348,-0.024191,119.87,58.75,6.856
20573,17.029,-6.0318,-0.024191,121.48,58.75,6.856
20574,14.545,-5.6813,-0.024191,123.08,58.75,6.856
20575,11.439,-4.9803,-0.035777,124.68,58.75,6.856
20576,8.6436,-2.5267,-0.024191,126.29,58.75,6.856
20577,7.0907,-1.1247,-0.001017,127.89,58.75,6.856
20578,6.4695,1.6793,0.010569,129.49,58.75,6.856
20579,6.1589,6.2359,0.010569,131.09,58.75,6.856
20580,6.4695,11.143,0.010569,132.7,58.75,6.856
20581,6.7801,19.205,-0.082124,134.3,58.75,6.856
20582,0.25794,2.0299,-0.24434,70.188,58.75,7.999
20583,0.56851,3.0814,-0.001017,71.791,58.75,7.999
20584,0.87909,3.7824,-0.001017,73.393,58.75,7.999
20585,1.5003,4.1329,-0.012604,74.996,58.75,7.999
20586,2.7426,4.1329,-0.001017,76.599,58.75,7.999
20587,3.6743,3.4319,-0.012604,78.202,58.75,7.999
20588,5.2272,2.0299,-0.012604,79.805,58.75,7.999
20589,7.0907,0.97834,-0.001017,81.407,58.75,7.999
20590,8.6436,-1.1247,-0.012604,83.01,58.75,7.999
20591,9.2647,-3.2277,-0.012604,84.613,58.75,7.999
20592,10.196,-3.9287,-0.012604,86.216,58.75,7.999
20593,10.507,-4.6298,-0.001017,87.819,58.75,7.999
20594,10.818,-5.3308,-0.001017,89.421,58.75,7.999
20595,10.818,-4.2793,-0.001017,91.024,58.75,7.999
20596,12.06,-2.1762,-0.001017,92.627,58.75,7.999
20597,13.302,-1.1247,0.010569,94.23,58.75,7.999
20598,15.476,-0.073181,0.010569,95.833,58.75,7.999
20599,18.582,2.0299,0.010569,97.435,58.75,7.999
20600,22.309,3.0814,0.010569,99.038,58.75,7.999
20601,26.036,4.1329,-0.001017,100.64,58.75,7.999
20602,29.763,10.442,-0.001017,102.24,58.75,7.999
20603,32.869,10.091,-0.001017,103.85,58.75,7.999
20604,35.043,-1.8257,-0.012604,105.45,58.75,7.999
20605,35.664,-4.9803,-0.024191,107.05,58.75,7.999
20606,32.869,-3.2277,0.010569,108.66,58.75,7.999
20607,32.869,-6.0318,-0.035777,110.26,58.75,7.999
20608,33.8,-1.1247,-0.035777,111.86,58.75,7.999
20609,30.384,2.3804,-0.001017,113.46,58.75,7.999
20610,23.241,-0.77419,-0.012604,115.07,58.75,7.999
20611,20.446,-3.5782,-0.047364,116.67,58.75,7.999
20612,18.893,-8.1348,-0.024191,118.27,58.75,7.999
20613,17.961,-7.7843,-0.012604,119.87,58.75,7.999
20614,15.476,-6.0318,-0.012604,121.48,58.75,7.999
20615,13.302,-5.6813,-0.012604,123.08,58.75,7.999
20616,10.507,-4.6298,-0.012604,124.68,58.75,7.999
20617,8.333,-2.1762,-0.012604,126.29,58.75,7.999
20618,7.0907,-0.42369,-0.001017,127.89,58.75,7.999
20619,6.7801,2.7309,0.010569,129.49,58.75,7.999
20620,6.4695,7.2874,0.010569,131.09,58.75,7.999
20621,6.7801,12.195,-0.001017,132.7,58.75,7.999
20622,7.0907,20.256,-0.12847,134.3,58.75,7.999
20623,0.56851,0.62783,-0.26751,70.188,58.75,9.142
20624,0.56851,1.6793,-0.001017,71.791,58.75,9.142
20625,0.56851,2.3804,-0.012604,73.393,58.75,9.142
20626,0.56851,3.0814,-0.012604,74.996,58.75,9.142
20627,1.1897,3.4319,-0.012604,76.599,58.75,9.142
20628,2.1214,3.0814,-0.012604,78.202,58.75,9.142
20629,2.7426,2.3804,-0.012604,79.805,58.75,9.142
20630,3.6743,1.3288,-0.012604,81.407,58.75,9.142
20631,4.9166,0.27732,-0.012604,83.01,58.75,9.142
20632,5.5378,-0.42369,-0.024191,84.613,58.75,9.142
20633,6.1589,-0.77419,-0.012604,86.216,58.75,9.142
20634,6.7801,-0.77419,-0.012604,87.819,58.75,9.142
20635,7.4013,-1.4752,-0.001017,89.421,58.75,9.142
20636,8.0224,-0.77419,-0.001017,91.024,58.75,9.142
20637,8.9541,0.97834,-0.001017,92.627,58.75,9.142
20638,10.818,1.6793,-0.001017,94.23,58.75,9.142
20639,12.681,2.3804,-0.001017,95.833,58.75,9.142
20640,15.166,3.0814,-0.001017,97.435,58.75,9.142
20641,17.961,3.7824,-0.001017,99.038,58.75,9.142
20642,20.446,5.1844,-0.012604,100.64,58.75,9.142
20643,23.862,14.298,-0.001017,102.24,58.75,9.142
20644,28.21,14.298,-0.001017,103.85,58.75,9.142
20645,30.695,1.3288,-0.012604,105.45,58.75,9.142
20646,31.005,-0.42369,-0.024191,107.05,58.75,9.142
20647,26.347,0.27732,0.010569,108.66,58.75,9.142
20648,26.347,-5.6813,-0.024191,110.26,58.75,9.142
20649,29.763,0.97834,-0.012604,111.86,58.75,9.142
20650,27.278,7.6379,0.022156,113.46,58.75,9.142
20651,21.377,-0.42369,-0.001017,115.07,58.75,9.142
20652,18.893,-3.5782,-0.035777,116.67,58.75,9.142
20653,17.34,-6.0318,-0.012604,118.27,58.75,9.142
20654,16.097,-6.0318,-0.001017,119.87,58.75,9.142
20655,14.234,-4.6298,-0.001017,121.48,58.75,9.142
20656,12.06,-4.2793,-0.001017,123.08,58.75,9.142
20657,9.5753,-3.5782,-0.001017,124.68,58.75,9.142
20658,7.4013,-1.8257,-0.001017,126.29,58.75,9.142
20659,6.7801,0.27732,-0.001017,127.89,58.75,9.142
20660,6.1589,3.0814,-0.001017,129.49,58.75,9.142
20661,5.5378,6.9369,-0.001017,131.09,58.75,9.142
20662,5.5378,11.143,-0.001017,132.7,58.75,9.142
20663,6.4695,17.803,-0.17482,134.3,58.75,9.142
20664,2.1214,-0.42369,-0.2791,70.188,58.75,10.285
20665,2.1214,0.27732,-0.001017,71.791,58.75,10.285
20666,1.5003,0.97834,-0.012604,73.393,58.75,10.285
20667,1.5003,1.6793,-0.012604,74.996,58.75,10.285
20668,1.5003,2.0299,-0.012604,76.599,58.75,10.285
20669,2.1214,2.0299,-0.012604,78.202,58.75,10.285
20670,2.432,1.6793,-0.012604,79.805,58.75,10.285
20671,2.432,0.97834,-0.012604,81.407,58.75,10.285
20672,2.7426,0.62783,-0.012604,83.01,58.75,10.285
20673,3.0531,0.62783,-0.024191,84.613,58.75,10.285
20674,3.3637,0.62783,-0.012604,86.216,58.75,10.285
20675,4.2955,0.62783,-0.012604,87.819,58.75,10.285
20676,4.9166,0.97834,-0.001017,89.421,58.75,10.285
20677,5.5378,1.3288,-0.001017,91.024,58.75,10.285
20678,6.7801,2.0299,-0.012604,92.627,58.75,10.285
20679,8.333,2.3804,-0.001017,94.23,58.75,10.285
20680,9.5753,2.3804,-0.001017,95.833,58.75,10.285
20681,12.06,2.3804,-0.001017,97.435,58.75,10.285
20682,14.234,2.7309,-0.001017,99.038,58.75,10.285
20683,16.097,3.7824,-0.012604,100.64,58.75,10.285
20684,18.272,9.3905,-0.001017,102.24,58.75,10.285
20685,21.998,10.793,-0.001017,103.85,58.75,10.285
20686,24.794,2.0299,-0.024191,105.45,58.75,10.285
20687,25.104,0.97834,-0.024191,107.05,58.75,10.285
20688,21.998,1.3288,-0.001017,108.66,58.75,10.285
20689,21.377,-4.2793,-0.024191,110.26,58.75,10.285
20690,23.241,0.97834,-0.001017,111.86,58.75,10.285
20691,23.862,7.6379,0.033743,113.46,58.75,10.285
20692,20.135,-0.77419,0.010569,115.07,58.75,10.285
20693,17.961,-2.5267,-0.024191,116.67,58.75,10.285
20694,15.476,-2.8772,-0.012604,118.27,58.75,10.285
20695,14.545,-2.1762,0.010569,119.87,58.75,10.285
20696,12.681,-1.1247,-0.001017,121.48,58.75,10.285
20697,11.128,-0.77419,0.010569,123.08,58.75,10.285
20698,9.5753,-0.073181,0.010569,124.68,58.75,10.285
20699,8.333,0.97834,-0.001017,126.29,58.75,10.285
20700,7.4013,2.0299,-0.001017,127.89,58.75,10.285
20701,6.7801,3.4319,-0.001017,129.49,58.75,10.285
20702,6.4695,5.1844,-0.001017,131.09,58.75,10.285
20703,6.1589,7.6379,-0.001017,132.7,58.75,10.285
20704,6.1589,10.442,-0.22116,134.3,58.75,10.285
20705,2.432,-1.1247,-0.29068,70.188,58.75,11.428
20706,2.432,-0.073181,-0.001017,71.791,58.75,11.428
20707,2.1214,0.62783,-0.001017,73.393,58.75,11.428
20708,2.1214,0.97834,-0.012604,74.996,58.75,11.428
20709,2.432,1.6793,-0.012604,76.599,58.75,11.428
20710,2.432,1.6793,-0.012604,78.202,58.75,11.428
20711,2.432,1.3288,-0.012604,79.805,58.75,11.428
20712,2.1214,0.97834,-0.012604,81.407,58.75,11.428
20713,2.1214,0.62783,-0.012604,83.01,58.75,11.428
20714,2.432,0.97834,-0.024191,84.613,58.75,11.428
20715,2.432,0.97834,-0.012604,86.216,58.75,11.428
20716,2.7426,1.3288,-0.012604,87.819,58.75,11.428
20717,3.3637,2.0299,-0.001017,89.421,58.75,11.428
20718,4.2955,2.3804,-0.001017,91.024,58.75,11.428
20719,5.2272,2.7309,-0.012604,92.627,58.75,11.428
20720,6.4695,2.7309,-0.001017,94.23,58.75,11.428
20721,7.4013,2.3804,-0.001017,95.833,58.75,11.428
20722,8.9541,2.0299,-0.001017,97.435,58.75,11.428
20723,10.507,2.0299,-0.012604,99.038,58.75,11.428
20724,12.06,2.3804,-0.012604,100.64,58.75,11.428
20725,12.992,3.4319,-0.001017,102.24,58.75,11.428
20726,15.476,3.4319,-0.001017,103.85,58.75,11.428
20727,17.961,0.62783,-0.012604,105.45,58.75,11.428
20728,18.272,-0.073181,-0.012604,107.05,58.75,11.428
20729,17.029,-0.42369,-0.001017,108.66,58.75,11.428
20730,16.719,-1.8257,-0.012604,110.26,58.75,11.428
20731,16.719,-0.42369,-0.001017,111.86,58.75,11.428
20732,17.029,1.3288,0.033743,113.46,58.75,11.428
20733,14.855,0.27732,0.010569,115.07,58.75,11.428
20734,12.992,-0.42369,-0.024191,116.67,58.75,11.428
20735,12.681,-1.8257,-0.001017,118.27,58.75,11.428
20736,12.06,-1.4752,0.010569,119.87,58.75,11.428
20737,10.818,0.27732,0.010569,121.48,58.75,11.428
20738,9.5753,0.97834,0.010569,123.08,58.75,11.428
20739,8.9541,1.3288,0.010569,124.68,58.75,11.428
20740,8.333,2.3804,-0.001017,126.29,58.75,11.428
20741,7.4013,2.7309,-0.001017,127.89,58.75,11.428
20742,6.7801,3.4319,-0.001017,129.49,58.75,11.428
20743,6.4695,4.4834,-0.001017,131.09,58.75,11.428
20744,5.5378,5.5349,-0.001017,132.7,58.75,11.428
20745,5.2272,6.9369,-0.25592,134.3,58.75,11.428
20746,2.7426,-0.77419,-0.29068,70.188,58.75,12.571
20747,2.7426,-0.073181,-0.001017,71.791,58.75,12.571
20748,2.432,0.62783,-0.001017,73.393,58.75,12.571
20749,2.432,1.3288,-0.001017,74.996,58.75,12.571
20750,2.432,1.6793,-0.001017,76.599,58.75,12.571
20751,2.432,1.6793,-0.012604,78.202,58.75,12.571
20752,2.432,1.3288,-0.012604,79.805,58.75,12.571
20753,2.1214,1.3288,-0.012604,81.407,58.75,12.571
20754,2.1214,1.3288,-0.012604,83.01,58.75,12.571
20755,2.1214,1.6793,-0.012604,84.613,58.75,12.571
20756,2.432,2.0299,-0.012604,86.216,58.75,12.571
20757,2.7426,2.3804,-0.012604,87.819,58.75,12.571
20758,3.0531,2.7309,-0.001017,89.421,58.75,12.571
20759,3.6743,3.0814,-0.001017,91.024,58.75,12.571
20760,4.606,3.0814,-0.012604,92.627,58.75,12.571
20761,5.2272,3.0814,-0.001017,94.23,58.75,12.571
20762,6.1589,2.7309,-0.001017,95.833,58.75,12.571
20763,6.7801,2.0299,-0.001017,97.435,58.75,12.571
20764,8.0224,2.0299,-0.012604,99.038,58.75,12.571
20765,8.6436,1.6793,-0.012604,100.64,58.75,12.571
20766,9.2647,-0.42369,-0.012604,102.24,58.75,12.571
20767,10.507,-1.1247,-0.001017,103.85,58.75,12.571
20768,12.371,-0.073181,-0.012604,105.45,58.75,12.571
20769,12.992,-0.073181,-0.012604,107.05,58.75,12.571
20770,13.302,-1.4752,-0.001017,108.66,58.75,12.571
20771,13.302,-0.073181,-0.012604,110.26,58.75,12.571
20772,12.371,-1.4752,-0.001017,111.86,58.75,12.571
20773,12.06,-2.5267,0.033743,113.46,58.75,12.571
20774,10.507,0.97834,0.022156,115.07,58.75,12.571
20775,9.2647,1.6793,-0.012604,116.67,58.75,12.571
20776,10.196,-1.8257,-0.001017,118.27,58.75,12.571
20777,10.196,-1.1247,0.010569,119.87,58.75,12.571
20778,9.2647,0.27732,0.010569,121.48,58.75,12.571
20779,8.9541,0.97834,0.010569,123.08,58.75,12.571
20780,8.333,1.6793,0.010569,124.68,58.75,12.571
20781,8.0224,2.0299,-0.001017,126.29,58.75,12.571
20782,7.0907,2.3804,-0.001017,127.89,58.75,12.571
20783,6.7801,2.7309,-0.001017,129.49,58.75,12.571
20784,6.4695,3.4319,-0.001017,131.09,58.75,12.571
20785,5.5378,4.1329,-0.001017,132.7,58.75,12.571
20786,4.9166,4.4834,-0.2791,134.3,58.75,12.571
20787,3.0531,-0.073181,-0.29068,70.188,58.75,13.714
20788,3.0531,0.62783,-0.001017,71.791,58.75,13.714
20789,2.7426,0.97834,-0.001017,73.393,58.75,13.714
20790,2.432,1.3288,-0.001017,74.996,58.75,13.714
20791,2.432,1.6793,-0.001017,76.599,58.75,13.714
20792,2.432,1.6793,-0.001017,78.202,58.75,13.714
20793,2.432,1.6793,-0.012604,79.805,58.75,13.714
20794,2.1214,1.3288,-0.012604,81.407,58.75,13.714
20795,2.1214,2.0299,-0.012604,83.01,58.75,13.714
